255,0,0
255,31,0
255,61,0
255,92,0
255,122,0
255,153,0
255,184,0
255,214,0
255,245,0
224,255,0
194,255,0
163,255,0
133,255,0
102,255,0
71,255,0
41,255,0
10,255,0
0,255,20
0,255,51
0,255,82
0,255,112
0,255,143
0,255,173
0,255,204
0,255,235
0,245,255
0,214,255
0,184,255
0,153,255
0,122,255
0,92,255
0,61,255
0,31,255
0,0,255
20,0,255
41,0,255
61,0,255
82,0,255
102,0,255
122,0,255
143,0,255
163,0,255
184,0,255
204,0,255
224,0,255
245,0,255
255,0,235
255,0,204
255,0,173
255,0,143
